unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2119,2,middle,0,y,mint_ols,0.15449450836538672,1.4979433181231538,1.1766553813917344,centralised
GC/2119,2,middle,0,y,wls_structure,0.14852120602925523,1.4400275487135645,1.1654275596338035,centralised
GC/2119,2,middle,0,y,naive,0.14594891552511416,1.4150872099680807,1.3039710659949488,centralised
GC/2120,2,middle,0,y,base,0.24239251591711114,1.0546369091283252,0.9496541600291214,centralised
GC/2120,2,middle,0,y,bu,0.24700625311763996,1.074711033621344,0.9665617002182668,centralised
GC/2120,2,middle,0,y,mint_shrinkage,0.24238167875996872,1.0545897572355813,0.9415449194015979,centralised
GC/2120,2,middle,0,y,mint_var,0.241968254518235,1.0527909704091356,0.9473556233831467,centralised
GC/2120,2,middle,0,y,mint_ols,0.2420920079021696,1.053329414782441,0.940558400404434,centralised
GC/2120,2,middle,0,y,wls_structure,0.24179511964660927,1.0520376698165705,0.9461294894075871,centralised
GC/2120,2,middle,0,y,naive,0.25400770547945206,1.1051739794360396,1.068319678176247,centralised
GC/2126,2,middle,0,y,base,0.524262401128028,1.0342027929334254,0.978422707361289,centralised
GC/2126,2,middle,0,y,bu,0.5019652191486218,0.9902175522828844,0.9400831744887191,centralised
GC/2126,2,middle,0,y,mint_shrinkage,0.4998745224329606,0.9860932733381017,0.9308348363464409,centralised
GC/2126,2,middle,0,y,mint_var,0.5022650104797506,0.990808945126017,0.9409785974393728,centralised
GC/2126,2,middle,0,y,mint_ols,0.5150902280691311,1.0161090158966406,0.9599600567019015,centralised
GC/2126,2,middle,0,y,wls_structure,0.5028251209934125,0.9919138648309856,0.9412303304394783,centralised
GC/2126,2,middle,0,y,naive,0.5836952054794521,1.151444792588286,1.1149109039931568,centralised
GC/2134,2,middle,0,y,base,0.13173137142479444,1.00029361682272,0.9448096010386253,centralised
GC/2134,2,middle,0,y,bu,0.1312099216035218,0.9963340214577683,0.938952088137863,centralised
GC/2134,2,middle,0,y,mint_shrinkage,0.1332768188798936,1.0120288717415014,0.9270570870413982,centralised
GC/2134,2,middle,0,y,mint_var,0.1303233275976568,0.9896017274325266,0.9294951926813834,centralised
GC/2134,2,middle,0,y,mint_ols,0.13583023822824475,1.0314180957934613,0.9381949563267202,centralised
GC/2134,2,middle,0,y,wls_structure,0.13086624001018501,0.9937242975908114,0.9270325183882316,centralised
GC/2134,2,middle,0,y,naive,0.15298858447488584,1.161708884085662,1.0961387333706984,centralised
