unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2119,2,middle,0,y,base,0.17361560607969242,1.6833370959303475,1.2615819803391597,localised
GC/2119,2,middle,0,y,bu,0.18493620937181898,1.7930990689479152,1.3026621525626836,localised
GC/2119,2,middle,0,y,mint_shrinkage,0.1716501896295819,1.664280868819611,1.2320898908293052,localised
GC/2119,2,middle,0,y,mint_var,0.17066730793110277,1.654751073305713,1.2321316573773065,localised
GC/2119,2,middle,0,y,mint_ols,0.1759740943644209,1.70620445739426,1.25595218374981,localised
GC/2119,2,middle,0,y,wls_structure,0.1708189201316852,1.656221070428661,1.232312217687081,localised
GC/2119,2,middle,0,y,naive,0.14594891552511416,1.4150872099680807,1.3039710659949488,localised
GC/2120,2,middle,0,y,base,0.26547156967282226,1.155052641134065,1.0259661423566613,localised
GC/2120,2,middle,0,y,bu,0.27075201204161436,1.1780275642565161,1.0158270750440526,localised
GC/2120,2,middle,0,y,mint_shrinkage,0.2561755188099665,1.1146060196201628,0.9675953724511526,localised
GC/2120,2,middle,0,y,mint_var,0.2532617192894664,1.1019282333094227,0.9675450274771508,localised
GC/2120,2,middle,0,y,mint_ols,0.2530396738458209,1.1009621254265687,0.9691609323492736,localised
GC/2120,2,middle,0,y,wls_structure,0.2527613257632605,1.0997510477646095,0.9664707016085268,localised
GC/2120,2,middle,0,y,naive,0.25400770547945206,1.1051739794360396,1.068319678176247,localised
GC/2126,2,middle,0,y,base,0.5457584459403334,1.0766076450343476,1.032760345837426,localised
GC/2126,2,middle,0,y,bu,0.4837642357540518,0.9543128072157242,0.9208804305413999,localised
GC/2126,2,middle,0,y,mint_shrinkage,0.47591524420629977,0.9388292460010917,0.9003878882465514,localised
GC/2126,2,middle,0,y,mint_var,0.4799886440483179,0.9468647669239835,0.9107405640354307,localised
GC/2126,2,middle,0,y,mint_ols,0.5203828648140988,1.0265497030255484,0.9816074024505029,localised
GC/2126,2,middle,0,y,wls_structure,0.4837832293035789,0.9543502754414188,0.9166154852862645,localised
GC/2126,2,middle,0,y,naive,0.5836952054794521,1.151444792588286,1.1149109039931568,localised
GC/2134,2,middle,0,y,base,0.14346237530276926,1.0893722331852622,1.009916733784954,localised
GC/2134,2,middle,0,y,bu,0.14617819077861716,1.1099946016885,1.0537140783124903,localised
GC/2134,2,middle,0,y,mint_shrinkage,0.1422275633426677,1.0799957687310748,0.9891428635850473,localised
GC/2134,2,middle,0,y,mint_var,0.1405210450799104,1.0670374330911694,0.9909438624744216,localised
GC/2134,2,middle,0,y,mint_ols,0.14170080665566395,1.0759958760257191,0.98075228470587,localised
GC/2134,2,middle,0,y,wls_structure,0.13933502866866632,1.0580314944693907,0.9800249528815601,localised
GC/2134,2,middle,0,y,naive,0.15298858447488584,1.161708884085662,1.0961387333706984,localised
GC/2135,2,middle,0,y,base,0.13893130224741373,1.4854737006211713,1.4874517015337154,localised
GC/2135,2,middle,0,y,bu,0.12766604801253884,1.365023963045711,1.2740096264848422,localised
GC/2135,2,middle,0,y,mint_shrinkage,0.1335120032156791,1.4275297667688316,1.3890638672979922,localised
GC/2135,2,middle,0,y,mint_var,0.12918674759996815,1.381283504323521,1.343938612050509,localised
GC/2135,2,middle,0,y,mint_ols,0.1311048414910001,1.4017920433234363,1.3007347337691864,localised
